t, v, x
5.66,0.04478797571694683,-0.06647792145273286
5.67,0.04500155875193215,-0.06602896825926852
5.68,0.04520853890761377,-0.06557791228735123
5.69,0.0454089612890405,-0.06512481934042126
5.7,0.04560287120496244,-0.06466975476984445
5.71,0.045790314161295836,-0.06421278347290785
5.72,0.045971335854633366,-0.06375396989088059
5.73,0.046145982165800035,-0.06329337800713937
5.74,0.04631429915345485,-0.06283107134535815
5.75,0.04647633304773846,-0.0623671129677616
5.76,0.04663213024396697,-0.0619015654734419
5.7700000000000005,0.04678173729637202,-0.061434490996738284
5.78,0.04692520091188738,-0.060965951205678985
5.79,0.04706256794398214,-0.06049600730048512
5.8,0.047193885386540735,-0.060024720012135956
5.8100000000000005,0.047319200367789825,-0.059552149600995155
5.82,0.047438560144272286,-0.05907835585549753
5.83,0.04755201209486837,-0.05860339809089583
5.84,0.04765960371486419,-0.05812733514806702
5.8500000000000005,0.047761382610067654,-0.05765022539237774
5.86,0.04785739649097192,-0.057172126712608275
5.87,0.04794769316696654,-0.05669309651993468
5.88,0.048032320540596335,-0.05621319174696858
